WKT,identificatie,rdf_seealso,bouwjaar,status,gebruiksdoel,oppervlakte_min,oppervlakte_max,aantal_verblijfsobjecten,fuuid,latitude,longitude
"POLYGON ((5.89040091124063 51.3047598343713,5.8904554426607 51.3047658997907,5.89045609050974 51.3047635239231,5.89057407166963 51.304774222834,5.89056464074053 51.3048150641827,5.89055430508264 51.3048141021297,5.89053528865225 51.3048895651814,5.89042233539705 51.3048783860573,5.89043798281296 51.3048160254117,5.89038957438446 51.3048112368994,5.89032834628527 51.3048052003996,5.89024921515756 51.3047972906646,5.89026159658786 51.3047482746793,5.89007061830636 51.3047293064991,5.88980068216142 51.3047024991295,5.88984551715164 51.3045244154299,5.88993661971402 51.3045334332914,5.88993798024002 51.30452805206,5.89011684046738 51.304545751455,5.89038673205967 51.3045724863711,5.89034138329997 51.3047532152388,5.89040091124063 51.3047598343713))","1640100000025611",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025611,"1973",Pand in gebruik,woonfunctie,"958","958","1",pand.4dea9dee-0ea6-441d-83c7-9aafd9a36217,51.305,5.890
"POLYGON ((5.89050081359302 51.3010016068331,5.89047814669559 51.3009980014389,5.89030658820417 51.3010014938364,5.89030404655311 51.3009542412492,5.89042925598516 51.3009516234532,5.89042996057905 51.3009648340724,5.89048634344493 51.3009636464146,5.89048438082408 51.3009273308039,5.89058721138176 51.3009251332169,5.8905912581342 51.3009996695539,5.89050081359302 51.3010016068331))","1640100000025612",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025612,"1965",Pand in gebruik,woonfunctie,"150","150","1",pand.960e53bf-15a4-41d9-8109-c9951abde8d6,51.301,5.890
"POLYGON ((5.89049551586998 51.3003677782656,5.89049291183601 51.3003943516936,5.89038115602247 51.3003893427483,5.89038400496161 51.3003641705306,5.8903016868362 51.3003604364881,5.89028738384509 51.3003597971877,5.89029583191714 51.3002857191907,5.89060366921992 51.3002995342519,5.89059413756515 51.3003728259376,5.89049551586998 51.3003677782656))","1640100000025614",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025614,"1928",Pand in gebruik,woonfunctie,"288","288","1",pand.e9c251eb-2b2f-4f00-88ec-0f5dc5abf732,51.300,5.890
"POLYGON ((5.89115850057335 51.3005909886476,5.89121151790256 51.3005954242783,5.89117510764627 51.3007655708429,5.8911166646551 51.3007606553112,5.89104560592925 51.3007546797486,5.89108196296959 51.3005848660451,5.89108595220348 51.3005851364168,5.89109426826948 51.3005447402975,5.89103890092774 51.3005417440214,5.89103591025331 51.3005423052915,5.89092969233336 51.3005337043066,5.89094983822914 51.3004412382913,5.89105538540397 51.3004501477836,5.89104987514852 51.3004758079522,5.89110022884875 51.3004792663876,5.89110111874923 51.3004754422565,5.89118508751301 51.3004832045972,5.89115850057335 51.3005909886476))","1640100000025617",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025617,"1973",Pand in gebruik,woonfunctie,"403","403","1",pand.9c6b2d9e-e742-47d5-bbe9-9bb0cd8e327a,51.301,5.891
"POLYGON ((5.89114198254229 51.3040953333581,5.8911629395964 51.3040568510703,5.89122808271896 51.3040707893836,5.89127100855397 51.3039919596907,5.89127419910257 51.3039860941057,5.89127082180679 51.3039854255781,5.89130250842349 51.303927732483,5.89131015561816 51.3039293892698,5.89143149013228 51.3039556685016,5.89139530532439 51.3040215699966,5.89135802941183 51.304013227993,5.89131615350235 51.3040897250484,5.89131353737879 51.3040891610915,5.89129658643115 51.304120300111,5.89114198254229 51.3040953333581))","1640100000025621",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025621,"1964",Pand in gebruik,woonfunctie,"190","190","1",pand.6480212e-3dca-469f-89ce-2ec299fd994a,51.304,5.891
"POLYGON ((5.89130545427826 51.3038021090037,5.89134583576731 51.3037292589237,5.89142307028225 51.303746084114,5.89149834984406 51.3037624772689,5.89150697528629 51.3037462149499,5.89156928915232 51.3037597967869,5.8915263481873 51.3038371884361,5.89147380899185 51.3038257395338,5.89146763661528 51.3038368855329,5.89145244262178 51.3038335715445,5.89137318728562 51.3038168629944,5.89130545427826 51.3038021090037))","1640100000025623",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025623,"1959",Pand in gebruik,woonfunctie,"126","126","1",pand.98b32a5d-ac33-4122-90a3-2742c2346015,51.304,5.891
"POLYGON ((5.89200926049023 51.3020454969273,5.89201695831641 51.3020309824361,5.89203512524429 51.302034768853,5.89208273393851 51.3019439902746,5.89248290073753 51.302029203055,5.89240988108522 51.3021639309265,5.89238218368379 51.3021580375944,5.89236631767342 51.3021886057669,5.89237889456219 51.3021913017731,5.89237312540455 51.3022025629274,5.89236069408606 51.3022000640443,5.8922998093317 51.3023157007024,5.89223172712482 51.3023016139488,5.89210027700791 51.3022744176365,5.89208385820064 51.3023055904234,5.89197701368831 51.3022834828003,5.89194740047479 51.3022936967743,5.89184402418252 51.3022714031983,5.89182725586444 51.3022527250869,5.89184443103129 51.3022186096901,5.89182806994372 51.3021965499908,5.89187213090157 51.3021233781398,5.89190388456728 51.3021161212353,5.89194758936233 51.302032784466,5.89200926049023 51.3020454969273))","1640100000025627",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025627,"1916",Pand in gebruik,"bijeenkomstfunctie,kantoorfunctie,logiesfunctie","1081","1081","1",pand.ba66644e-4684-4a15-a93b-99859e39faac,51.302,5.892
"POLYGON ((5.89223963517134 51.3006337451501,5.89205111262147 51.300616234796,5.89207266179174 51.3005328862154,5.89212363689491 51.3005380673795,5.89212069154395 51.3005492263818,5.89224803394961 51.3005619773617,5.89225096433638 51.3005507644877,5.89225483896653 51.3005510443055,5.89223963517134 51.3006337451501))","1640100000025628",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025628,"1971",Pand in gebruik,woonfunctie,"138","138","1",pand.49ad3787-2fbe-44f0-aa35-48c7e1061aff,51.301,5.892
"POLYGON ((5.89272989420998 51.3013335139661,5.89283587714371 51.3013556785704,5.89278222968189 51.3014564703565,5.89267663467671 51.3014343939069,5.89267726670134 51.3014331956394,5.89262292321694 51.3014217461099,5.8926247911139 51.301418196375,5.89265682424174 51.3013571395452,5.89267154172506 51.3013290842194,5.8926741819438 51.3013240569514,5.89268810286374 51.3013264234858,5.89272989420998 51.3013335139661))","1640100000025630",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025630,"1967",Pand in gebruik,"industriefunctie,woonfunctie","152","152","1",pand.e6ca9710-4bf8-4ffb-bb09-3918de10a138,51.301,5.893
"POLYGON ((5.8930340649757 51.3011110655797,5.89296419065578 51.3010955668034,5.89294208145407 51.3010905482087,5.89296110400475 51.3010576291247,5.89298321319261 51.3010626477158,5.89300748385259 51.3010206540027,5.89313104649344 51.3010493397734,5.89310491437003 51.3010941551271,5.89305063203787 51.3010817257431,5.8930340649757 51.3011110655797))","1640100000025634",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025634,"1880",Pand in gebruik,woonfunctie,"129","129","1",pand.bc7a7152-d915-4d98-a319-f41cba9219fc,51.301,5.893
"POLYGON ((5.89363624951763 51.301300952663,5.89361711239714 51.3013675177726,5.89358694966842 51.3013642781897,5.89347395082156 51.3013521494245,5.89350370405973 51.3012432813805,5.89360587772913 51.301254225744,5.89360552025425 51.3012556115887,5.8936421717099 51.3012595240627,5.89363077805712 51.3013002124175,5.89363624951763 51.301300952663))","1640100000025636",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025636,"1956",Pand in gebruik,woonfunctie,"126","126","1",pand.84447a0e-05e2-455f-845b-5539bce88d8d,51.301,5.894
"POLYGON ((5.89355779605603 51.3017073042316,5.89388919684614 51.3017425095331,5.89390490032053 51.3016844358526,5.8940321257969 51.301697949456,5.89401642247949 51.3017560231534,5.89402348579838 51.3017567744261,5.89406661222693 51.3017613597025,5.89402168785265 51.3019270677928,5.89405844144852 51.3019310875593,5.89405493038795 51.3019403344412,5.89404633852632 51.3019711588098,5.89403028602206 51.3020287845844,5.89401976339657 51.3020665388048,5.89392329854844 51.302055920509,5.89391215328861 51.3020957268973,5.89378482089246 51.3020817192363,5.89378308310202 51.3020879471127,5.89357450454495 51.3020650073293,5.8935739015182 51.3020649380421,5.89355526614006 51.3020628887588,5.89357871562314 51.3019791091521,5.89346249600648 51.3019663292078,5.89337164512675 51.301956333234,5.89339631950505 51.3018678920921,5.89350880262305 51.3018786568686,5.89354486449913 51.3017463902567,5.89350461264739 51.3017424035259,5.89351482792662 51.3017066462233,5.8935567349695 51.3017111920489,5.89355779605603 51.3017073042316))","1640100000025637",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025637,"1975",Pand in gebruik,"sportfunctie,woonfunctie","133","1096","2",pand.29dcc04b-31df-4fdb-b3ca-26ed85a2013e,51.302,5.894
"POLYGON ((5.8936421717099 51.3012595240627,5.89372299731004 51.3012681522011,5.89373302840152 51.3012326204018,5.89381455616235 51.3012412094648,5.89379383152155 51.3013184782949,5.89378431575217 51.3013539269562,5.89378348978686 51.3013570317187,5.89368509336727 51.3013466553491,5.89369558683451 51.3013075529516,5.89363624951763 51.301300952663,5.89363077805712 51.3013002124175,5.8936421717099 51.3012595240627))","1640100000025638",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025638,"1985",Pand in gebruik,woonfunctie,"145","145","1",pand.f1e69763-45ef-43e9-839a-33285d172d99,51.301,5.894
"POLYGON ((5.89409973968269 51.3013463961012,5.89411904984005 51.3012786885672,5.89422563703779 51.3012906378961,5.89421529903898 51.301326908165,5.89428016470325 51.3013341941929,5.89427095069159 51.3013670797464,5.89426212280009 51.3013985793276,5.89426152985945 51.3014007122782,5.89414469247323 51.3013877109879,5.89414563033356 51.3013843540463,5.89415454004966 51.3013524675954,5.89410457796653 51.3013469323382,5.89409973968269 51.3013463961012))","1640100000025640",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025640,"1981",Pand in gebruik,woonfunctie,"189","189","1",pand.47516c50-c055-42e9-9516-cb0564a65075,51.301,5.894
"POLYGON ((5.89425665026373 51.3019810113604,5.8942617990222 51.30196427858,5.89427508557589 51.3019119952361,5.89433097748695 51.301918160771,5.89433141918342 51.3019166127571,5.89445237938408 51.3019301532051,5.89443868411107 51.3019778899726,5.89436525981121 51.3019682862395,5.89435810893445 51.3019932615732,5.89425665026373 51.3019810113604))","1640100000025641",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025641,"1984",Pand in gebruik,woonfunctie,"120","120","1",pand.9b953551-2f0f-4930-b955-6f13209374b0,51.302,5.894
"POLYGON ((5.8943418952395 51.3004730051987,5.89427136368584 51.3004576718723,5.89428262354013 51.3004373169054,5.89423602413587 51.3004271827207,5.89425043547381 51.3004000813467,5.89423857947069 51.3003977060029,5.89425273810236 51.30037238553,5.89426491283078 51.300375056117,5.89427955544137 51.3003481245206,5.89435323159843 51.3003638666155,5.89436223983079 51.3003473597095,5.89440430956272 51.300356336041,5.8944113367502 51.3003435052328,5.89441311908329 51.3003438929758,5.8943418952395 51.3004730051987))","1640100000025642",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025642,"1995",Pand in gebruik,woonfunctie,"142","142","1",pand.7b7121b5-3989-4881-b102-66e25940593d,51.300,5.894
"POLYGON ((5.89427299411081 51.3017531167225,5.89447007709598 51.3017752783817,5.89445697065493 51.301821799085,5.89440825708854 51.3018164023369,5.8943347776079 51.301808264015,5.8943366006474 51.3018019728363,5.89426136749164 51.3017934465989,5.89427299411081 51.3017531167225))","1640100000025643",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025643,"1984",Pand in gebruik,woonfunctie,"112","112","1",pand.4f242ad5-1e47-4cfa-8dd8-812e14016ea0,51.302,5.894
"POLYGON ((5.8943989583817 51.3021571218095,5.89427416999556 51.302141090084,5.89430475846723 51.3020417194525,5.89435930986927 51.3020485380154,5.89437338174563 51.3020502654801,5.89437613747829 51.3020414443581,5.89438851498056 51.3020429634717,5.89438769829874 51.3020456097647,5.89444595282117 51.3020527447373,5.89442215030321 51.302129119216,5.89440865275191 51.3021274611652,5.8943989583817 51.3021571218095))","1640100000025644",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025644,"1998",Pand in gebruik,woonfunctie,"219","219","1",pand.e350c0c5-5784-486f-8a41-0880c200bb3c,51.302,5.894
"POLYGON ((5.89447007709598 51.3017752783817,5.89427299411081 51.3017531167225,5.8942271663096 51.3017480309252,5.89424651335832 51.3016771860876,5.89429363793896 51.3016815471154,5.8943320153224 51.3016858923086,5.89441761670984 51.3016958025449,5.89441046590375 51.301720777882,5.89448315563073 51.3017288297095,5.89447007709598 51.3017752783817))","1640100000025645",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025645,"1984",Pand in gebruik,woonfunctie,"128","128","1",pand.301b7eca-6d71-4342-8cf9-714fa416b820,51.302,5.894
"POLYGON ((5.89443595402536 51.3016813314082,5.89438692396344 51.3016758281643,5.89428131195385 51.3016639736092,5.89429559972823 51.3016127645663,5.89429844057122 51.3016025677747,5.89427885690392 51.301600333973,5.89429563662992 51.3015423813929,5.89434868744268 51.3015484154754,5.89434740259045 51.3015528076532,5.8943755719244 51.3015560107825,5.89450252067744 51.3015704509329,5.89448796448271 51.3016207083497,5.89449881868416 51.301621937458,5.89448911169246 51.3016556162,5.89444404321795 51.3016504642561,5.89443595402536 51.3016813314082))","1640100000025646",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025646,"1993",Pand in gebruik,woonfunctie,"256","256","1",pand.b6627c8e-3fbd-4b48-bd0e-f9fa58558003,51.302,5.894
"POLYGON ((5.89445237938408 51.3019301532051,5.89433141918342 51.3019166127571,5.89433097748695 51.301918160771,5.89427508557589 51.3019119952361,5.8942875328306 51.3018642010039,5.89434468809059 51.3018705048494,5.89441494394385 51.3018788819375,5.8944164946237 51.3018790639457,5.89446537057052 51.3018848734718,5.89445237938408 51.3019301532051))","1640100000025647",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025647,"1984",Pand in gebruik,woonfunctie,"106","106","1",pand.c00566e9-78a9-4c04-aeee-9424bd5da84a,51.302,5.894
"POLYGON ((5.89454713037858 51.3002145699172,5.89456794320595 51.3002190814917,5.89452761623609 51.3002922291202,5.89448678112517 51.3002833822849,5.89430113993408 51.3002437683218,5.89432588545926 51.3001981946798,5.89435819585936 51.3002050921773,5.89437366946421 51.3001768176022,5.89450035100823 51.3002037085231,5.89449998539279 51.300204357317,5.89454713037858 51.3002145699172))","1640100000025648",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025648,"1995",Pand in gebruik,woonfunctie,"159","159","1",pand.017b507d-cb1f-4506-9c85-ed2ab8be3f1b,51.300,5.894
"POLYGON ((5.89454713037858 51.3002145699172,5.89449998539279 51.300204357317,5.89450035100823 51.3002037085231,5.89437366946421 51.3001768176022,5.89438879187131 51.3001492007447,5.89435650988353 51.3001422761653,5.89438101902557 51.3000973777079,5.89456758172432 51.3001373830358,5.89459036264378 51.3001422276035,5.89460046674334 51.3001443768387,5.89458552846934 51.3001717771879,5.89457206084315 51.300168887549,5.89454713037858 51.3002145699172))","1640100000025654",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025654,"1995",Pand in gebruik,woonfunctie,"150","150","1",pand.b969cdb6-a2b0-4dcf-820e-feea03489bcb,51.300,5.894
"POLYGON ((5.89446232540177 51.3014073789005,5.89445437173988 51.3014065056908,5.89441102853461 51.3014017417259,5.89441235270381 51.3013970167871,5.89436788970475 51.3013921318422,5.89437555454806 51.3013643766999,5.89438779667216 51.3013200890164,5.89443950906459 51.3013257064121,5.89444272244402 51.3013141956149,5.89454968041756 51.301325945276,5.89452660652592 51.3014084919714,5.89452499282395 51.3014142608851,5.89446232540177 51.3014073789005))","1640100000025649",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025649,"1991",Pand in gebruik,woonfunctie,"160","160","1",pand.f4249bf1-63ea-477d-9657-7b184ea56dc9,51.301,5.894
"POLYGON ((5.89441918361133 51.3004756886301,5.89435089279237 51.3004607051412,5.89434396504122 51.3004734546122,5.8943418952395 51.3004730051987,5.89441311908329 51.3003438929758,5.89445773397602 51.300353514384,5.89444843145211 51.3003706338249,5.89451953795786 51.3003860993707,5.8944753475685 51.3004651695234,5.89443060222229 51.3004554318346,5.89441918361133 51.3004756886301))","1640100000025650",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025650,"1995",Pand in gebruik,woonfunctie,"130","130","1",pand.32b83a82-94d4-4ede-a579-7361e9522462,51.300,5.894
"POLYGON ((5.89454303072874 51.3022672549291,5.89453133304303 51.3023089244864,5.89452371811469 51.3023360142422,5.89458082928447 51.3023421653546,5.89455644180738 51.3024291403121,5.8944799194684 51.3024208355666,5.89449658380835 51.3023615261402,5.89438836130297 51.302349754968,5.89441548178344 51.3022531769889,5.89454303072874 51.3022672549291))","1640100000025652",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025652,"1981",Pand in gebruik,woonfunctie,"218","218","1",pand.09c333bf-2b97-4d2c-8d23-186d1dbc79e4,51.302,5.894
"POLYGON ((5.89456687710712 51.2999446193355,5.89459382766349 51.2999504974237,5.89457930782651 51.299976835259,5.8946474495289 51.299991360829,5.89464673294294 51.2999926853207,5.89439199025279 51.299938523153,5.89441595142839 51.2998946518093,5.89444823325024 51.2999015763726,5.89446407390586 51.2998727968069,5.894662005259 51.2999152783041,5.89466089488614 51.2999172966577,5.89459033570649 51.2999019906136,5.89456687710712 51.2999446193355))","1640100000025653",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025653,"1995",Pand in gebruik,woonfunctie,"130","130","1",pand.2d312d86-db20-4439-bda1-da411e444cec,51.300,5.895
