WKT,identifica,rdf_seeals,bouwjaar,status,gebruiksdo,oppervlakt,oppervla_1,aantal_ver,fuuid,longitude,latitude
"MULTIPOLYGON (((6.77652324763461 53.3669356308749,6.77654557728242 53.366947378621,6.77657325955799 53.3669285381718,6.77655093020252 53.3669167994137,6.77660013560765 53.3668833323201,6.77654124754962 53.3668523628603,6.77643873548437 53.3669221031315,6.77649762356499 53.3669530726407,6.77652324763461 53.3669356308749)))","0024100000150456",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000150456,1999,Pand in gebruik,,,,0,pand.909f1ee0-ed6e-4064-884b-a592cc48ad51,6.777,53.367
"MULTIPOLYGON (((6.71592027283516 53.3675547508006,6.71586223298535 53.3676155363258,6.71593110931148 53.3676390561484,6.71598914909514 53.3675782705907,6.71592027283516 53.3675547508006)))","0024100000150457",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000150457,2000,Pand in gebruik,,,,0,pand.678902b7-f4b8-40bc-a73b-71212ec198d9,6.716,53.368
"MULTIPOLYGON (((6.71425753429157 53.3675847791806,6.71420359795122 53.3675906490901,6.71422491369947 53.367660685748,6.7142788501245 53.3676548158288,6.71425753429157 53.3675847791806)))","0024100000150458",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000150458,1975,Pand in gebruik,,,,0,pand.f803b5b6-fa66-4447-a007-5e53e9b0a1d9,6.714,53.368
"MULTIPOLYGON (((6.75484144625198 53.3975091673417,6.75475449033028 53.3976648428591,6.75527988827632 53.3977693919958,6.75536518726297 53.3976136720247,6.75484144625198 53.3975091673417)))","0024100000153381",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000153381,2014,Pand in gebruik,,,,0,pand.5fdbde84-2518-4952-8ac0-aae0c44d29bb,6.755,53.398
"MULTIPOLYGON (((6.77731614528641 53.3657606807141,6.77723865973604 53.3657302050961,6.77716410664598 53.3657993533493,6.7772405877197 53.3658294272546,6.77731614528641 53.3657606807141)))","0024100000155092",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000155092,2019,Pand in gebruik,woonfunctie,101,101,1,pand.6ddc6382-6ad7-43a4-b753-1ce4e01074a6,6.777,53.366
"MULTIPOLYGON (((6.7773924438566 53.3657906847425,6.77731614528641 53.3657606807141,6.7772405877197 53.3658294272546,6.77731705417199 53.3658595102671,6.7773924438566 53.3657906847425)))","0024100000155093",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000155093,2019,Pand in gebruik,woonfunctie,101,101,1,pand.84622940-88ab-4c5e-8456-a2ebc8cfef0d,6.777,53.366
"MULTIPOLYGON (((6.77731705417199 53.3658595102671,6.77739352044072 53.3658895842473,6.77746909259497 53.3658208284562,6.7773924438566 53.3657906847425,6.77731705417199 53.3658595102671)))","0024100000155094",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000155094,2019,Pand in gebruik,woonfunctie,101,101,1,pand.13e44e73-9088-4178-bc9e-efdd13e90a9d,6.777,53.366
"MULTIPOLYGON (((6.76305095953979 53.3808667280886,6.76295965228798 53.3809309182543,6.76302537323534 53.380963775144,6.76311609770051 53.380899690442,6.76305095953979 53.3808667280886)))","0024100000152129",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152129,1990,Pand in gebruik,,,,0,pand.c47bae30-66d5-41df-9cea-71f6e5d56e4d,6.763,53.381
"MULTIPOLYGON (((6.75312231690332 53.3877381719037,6.75316051659996 53.387710878618,6.75312738715927 53.3876943067859,6.75308917243017 53.3877216002319,6.75312231690332 53.3877381719037)))","0024100000152130",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152130,1970,Sloopvergunning verleend,,,,0,pand.429c24ee-90da-4c46-b6b6-00522b1a3939,6.753,53.388
"MULTIPOLYGON (((6.76129939988664 53.3893022120674,6.76127468947559 53.3893262716595,6.76130939930042 53.3893390041032,6.76133410998629 53.3893149534871,6.76129939988664 53.3893022120674)))","0024100000152134",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152134,1990,Pand in gebruik,,,,0,pand.5d8aff6d-3fc2-45fe-a8e9-a18ce10784b2,6.761,53.389
"MULTIPOLYGON (((6.76117693497876 53.3893031701416,6.76115194461329 53.3893292907386,6.76127653828506 53.3893719003178,6.76130152859915 53.3893457796955,6.76117693497876 53.3893031701416)))","0024100000152135",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152135,1970,Pand in gebruik,,,,0,pand.4cab4d4b-3cf6-42f2-a0b6-e6d778c2feef,6.761,53.389
"MULTIPOLYGON (((6.76051344602753 53.3479110326338,6.76058655870894 53.347934334826,6.76063859816802 53.347875131781,6.76058949475697 53.347859714969,6.76065023827606 53.3477904377062,6.76054501206903 53.3477575185416,6.76049897517654 53.3478104614323,6.76048430785599 53.347805902145,6.76045497317944 53.3478396302632,6.76054984985448 53.3478691720371,6.76051344602753 53.3479110326338)))","0024100000149039",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149039,1999,Pand in gebruik,woonfunctie,174,174,1,pand.3396e122-fa25-43f3-aa37-9f98df828aaa,6.761,53.348
"MULTIPOLYGON (((6.7775871846566 53.3658679444263,6.77751063478494 53.3658376109324,6.77743511200353 53.3659060336866,6.77751143057629 53.3659361811901,6.7775871846566 53.3658679444263)))","0024100000155095",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000155095,2019,Pand in gebruik,woonfunctie,101,101,1,pand.b67eea73-62a6-4cd6-a5ce-913d33cd71fd,6.778,53.366
"MULTIPOLYGON (((6.71618067095629 53.3676889491375,6.71619791346604 53.3676678568087,6.7160193303038 53.367615652132,6.71600208772699 53.3676367444358,6.71618067095629 53.3676889491375)))","0024100000150460",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000150460,1980,Pand in gebruik,,,,0,pand.6d0be699-f846-4dc2-bb83-061b9c14bc25,6.716,53.368
"MULTIPOLYGON (((6.77290954721079 53.3670152284339,6.77288032486342 53.3670604784281,6.77299323080082 53.367086567853,6.7730224530467 53.3670413178322,6.77290954721079 53.3670152284339)))","0024100000150461",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000150461,1996,Pand in gebruik,,,,0,pand.de1c2e91-ba05-4d27-851d-e6cbc29fec7e,6.773,53.367
"MULTIPOLYGON (((6.77476087093948 53.3668440497094,6.77460246729402 53.3670359184792,6.77487457871006 53.3671162889859,6.77499985516668 53.3669645483333,6.77503450840161 53.3669591880965,6.7750560680408 53.3669312346763,6.77476087093948 53.3668440497094)))","0024100000150462",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000150462,2002,Pand in gebruik,,,,0,pand.64e16b5b-285d-4169-bb41-27a389d6d797,6.775,53.367
"MULTIPOLYGON (((6.71629528656549 53.3677855960669,6.71635827746394 53.3677761565084,6.71634716744729 53.3677496622403,6.71628417686253 53.3677591107759,6.71629528656549 53.3677855960669)))","0024100000150463",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000150463,1997,Pand in gebruik,,,,0,pand.d7ae4eee-5530-448c-a4f0-f41736564888,6.716,53.368
"MULTIPOLYGON (((6.71584079786221 53.3678239466472,6.7158831342295 53.36778105532,6.71576526059619 53.3677394393346,6.71572292415163 53.3677823306213,6.71584079786221 53.3678239466472)))","0024100000150464",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000150464,1981,Pand in gebruik,,,,0,pand.04cfaa56-ddcd-4b48-b8b9-3c9a3e088cbb,6.716,53.368
"MULTIPOLYGON (((6.71368002359246 53.3678540303152,6.7136941967613 53.3678332417884,6.71368400878995 53.3678307571354,6.71372214176753 53.3677747482084,6.71363432610746 53.3677533500302,6.71358202010244 53.3678301564288,6.71368002359246 53.3678540303152)))","0024100000150465",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000150465,1993,Pand in gebruik,,,,0,pand.860d0989-3ee9-4ab2-9101-94d78b361c4d,6.714,53.368
"MULTIPOLYGON (((6.71639195995078 53.3678485632972,6.71646545314855 53.3677856297926,6.71640049100439 53.367758490526,6.71632699775727 53.3678214239916,6.71639195995078 53.3678485632972)))","0024100000150466",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000150466,1998,Pand in gebruik,,,,0,pand.9be1950f-021a-44ba-bc9c-b725292c3fb4,6.716,53.368
"MULTIPOLYGON (((6.75241255887921 53.3909662734267,6.7524328101229 53.3909374676995,6.7523374497659 53.390913505135,6.75231719846933 53.3909423108465,6.75241255887921 53.3909662734267)))","0024100000152140",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152140,1993,Pand in gebruik,,,,0,pand.f89178a9-27c0-483d-ae2f-e0e5d6d16044,6.752,53.391
"MULTIPOLYGON (((6.75806126117313 53.3916000830333,6.75804079358453 53.391620579993,6.75809225000071 53.3916389456211,6.75811271757337 53.3916184486528,6.75806126117313 53.3916000830333)))","0024100000152144",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152144,1998,Pand in gebruik,,,,0,pand.d6538fb1-8df5-4927-83cf-7a18c27ca0ff,6.758,53.392
"MULTIPOLYGON (((6.77766330890092 53.3658981210393,6.7775871846566 53.3658679444263,6.77751143057629 53.3659361811901,6.7775877492557 53.3659663286445,6.77766330890092 53.3658981210393)))","0024100000155096",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000155096,2019,Pand in gebruik,woonfunctie,101,101,1,pand.d63cf4b0-ffd1-4077-8306-2d4a0e03258c,6.778,53.366
"MULTIPOLYGON (((6.77774030032162 53.3659286290581,6.77766330890092 53.3658981210393,6.7775877492557 53.3659663286445,6.77766406804177 53.3659964760497,6.77774030032162 53.3659286290581)))","0024100000155097",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000155097,2019,Pand in gebruik,woonfunctie,101,101,1,pand.56b63f60-c178-4bc1-b24b-12a528d648a4,6.778,53.366
"MULTIPOLYGON (((6.75781087155031 53.3919565047042,6.75785181682097 53.3919143964694,6.75776086787027 53.3918827946159,6.75771992254008 53.3919249028204,6.75781087155031 53.3919565047042)))","0024100000152146",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152146,1999,Pand in gebruik,,,,0,pand.a5f3bdb0-a45f-4e30-9ac9-d9e9fce2ad89,6.758,53.392
"MULTIPOLYGON (((6.77766406804177 53.3659964760497,6.77774040195277 53.3660266232323,6.77781587657571 53.3659585782675,6.77774030032162 53.3659286290581,6.77766406804177 53.3659964760497)))","0024100000155098",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000155098,2019,Pand in gebruik,woonfunctie,101,101,1,pand.d3d24028-4aed-4d1c-9d0d-7da4fa3b7137,6.778,53.366
"MULTIPOLYGON (((6.75659229760561 53.3926147392371,6.7566208079965 53.3926286668446,6.75663126767013 53.39262100843,6.75667339962639 53.3926415925203,6.75672187914096 53.3926061205987,6.75665123710153 53.3925716179142,6.75659229760561 53.3926147392371)))","0024100000152148",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152148,1983,Pand in gebruik,,,,0,pand.54204a33-32b0-4cb0-b4a0-1cc625034fa8,6.757,53.393
"MULTIPOLYGON (((6.75714886411086 53.3926924520322,6.75718160486961 53.3926574915821,6.75703936336927 53.3926098936459,6.75700662253041 53.3926448540582,6.75714886411086 53.3926924520322)))","0024100000152149",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152149,1985,Pand in gebruik,,,,0,pand.dcf01455-4048-4ad0-9ebf-e57149e60e3a,6.757,53.393
"MULTIPOLYGON (((6.77794574217479 53.3660361919926,6.77797157754614 53.3660127715861,6.77799516510877 53.3659913900902,6.77801957696453 53.3659685522676,6.7779449663649 53.3659387358004,6.77787030666461 53.3660064209621,6.77794574217479 53.3660361919926)))","0024100000155099",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000155099,2019,Pand in gebruik,woonfunctie,72,72,1,pand.a5d76628-4325-4edd-bfe8-7f4de9c98b37,6.778,53.366
"MULTIPOLYGON (((6.71584443472106 53.3678371161423,6.71582686611833 53.3678924223573,6.7158754903991 53.3678979509403,6.71589305894148 53.3678426447186,6.71584443472106 53.3678371161423)))","0024100000150468",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000150468,1998,Pand in gebruik,,,,0,pand.628fc7be-1e0c-42db-9f78-6984531c2f11,6.716,53.368
"MULTIPOLYGON (((6.71619946493061 53.3679048947785,6.71621982930549 53.3678365097007,6.71616702554691 53.36783089264,6.71614667583245 53.3678992685602,6.71619946493061 53.3679048947785)))","0024100000150469",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000150469,1988,Pand in gebruik,,,,0,pand.f331b8ee-5209-4d94-a8b9-a9765f59b09a,6.716,53.368
"MULTIPOLYGON (((6.77692327178538 53.3671837397829,6.7768678397321 53.367220262383,6.77690721782788 53.3672416440825,6.77696264987495 53.3672051214645,6.77692327178538 53.3671837397829)))","0024100000150470",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000150470,1978,Pand in gebruik,,,,0,pand.fb5d0174-de9b-47e1-89b2-36b6da9caa26,6.777,53.367
"MULTIPOLYGON (((6.71443084826839 53.3679138813828,6.71439091655092 53.3679700002458,6.71451129065266 53.3680006448296,6.7145512222409 53.3679445259277,6.71443084826839 53.3679138813828)))","0024100000150471",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000150471,1993,Pand in gebruik,,,,0,pand.53f95787-ecfb-4aeb-9a25-ace1e4f825e1,6.714,53.368
"MULTIPOLYGON (((6.71433135274266 53.3679648972881,6.71429021549568 53.3680340593536,6.71440603234402 53.368058697646,6.71444715468553 53.3679895446908,6.71433135274266 53.3679648972881)))","0024100000150472",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000150472,1982,Pand in gebruik,,,,0,pand.95928044-c10c-4338-9f6d-3b85a3d1b454,6.714,53.368
"MULTIPOLYGON (((6.77397209449323 53.3673375148422,6.77392148889366 53.3673826252047,6.77397980135091 53.3674060271456,6.77403040691642 53.367360916759,6.77397209449323 53.3673375148422)))","0024100000150473",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000150473,1978,Pand in gebruik,,,,0,pand.88d6c086-777f-454c-8464-0ac798c68bfe,6.774,53.367
"MULTIPOLYGON (((6.71222421635672 53.3680625858842,6.71218799009273 53.3681132535041,6.71225497053683 53.3681303801824,6.71229118171669 53.3680797127082,6.71222421635672 53.3680625858842)))","0024100000150474",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000150474,1972,Pand in gebruik,,,,0,pand.28504f38-9dd6-4c41-915d-cef9c2c03a07,6.712,53.368
"MULTIPOLYGON (((6.80009938762548 53.343993368871,6.80014822951066 53.3439213352059,6.8001437151317 53.3439201301612,6.80005998548331 53.3438977314773,6.79999490470296 53.3438803257178,6.79994067092286 53.3439527911135,6.799943018174 53.3439533925814,6.80008036470014 53.3439884162457,6.80009719135898 53.343992792591,6.80009938762548 53.343993368871)))","0024100000146098",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000146098,1900,Pand in gebruik,woonfunctie,239,239,1,pand.db5e21cf-a12c-4c36-b290-698e2d89f994,6.800,53.344
"MULTIPOLYGON (((6.75569197078235 53.3936805486721,6.75566907230982 53.3937144801785,6.75579302774162 53.3937443693082,6.75581592613182 53.3937104377788,6.75569197078235 53.3936805486721)))","0024100000152153",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152153,1998,Pand in gebruik,,,,0,pand.dfda7b5d-ca48-4a27-91cb-aded076210fd,6.756,53.394
"MULTIPOLYGON (((6.75698497694708 53.3941139414271,6.7570293935186 53.3940391383348,6.75696729082665 53.3940259616187,6.75692287416031 53.3941007646887,6.75698497694708 53.3941139414271)))","0024100000152154",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152154,1965,Pand in gebruik,,,,0,pand.fe025c3f-0964-4f96-a9b1-da1366ea8b2c,6.757,53.394
"MULTIPOLYGON (((6.76670640160636 53.3477220919931,6.7666761618489 53.3477827280933,6.76671068931504 53.3477888919996,6.76667409934362 53.3478622536795,6.76676762294878 53.3478789556753,6.76683614320492 53.3477452349854,6.76670640160636 53.3477220919931)))","0024100000149042",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149042,1930,Pand in gebruik,woonfunctie,133,133,1,pand.ad67245b-7205-4be4-a2ae-491c7d37cabf,6.767,53.348
"MULTIPOLYGON (((6.75675165814013 53.3944916250087,6.75677879259164 53.3944453250801,6.75667728416452 53.3944240688131,6.75665014961671 53.3944703687194,6.75675165814013 53.3944916250087)))","0024100000152155",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152155,1995,Pand in gebruik,,,,0,pand.8066702d-2a60-4614-be7c-2d08d9b557ad,6.757,53.394
"MULTIPOLYGON (((6.75667442635253 53.3948601542948,6.75665260815894 53.3948892930504,6.7566894393307 53.3948991450912,6.75671125750421 53.3948700063291,6.75667442635253 53.3948601542948)))","0024100000152156",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152156,1999,Pand in gebruik,,,,0,pand.521dc927-3492-40d9-b73f-d56e7d87e993,6.757,53.395
"MULTIPOLYGON (((6.75664055370945 53.3949455487292,6.75666531544021 53.3949120631283,6.75658502028151 53.3948908529334,6.75656025850014 53.3949243385181,6.75664055370945 53.3949455487292)))","0024100000152157",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152157,1995,Pand in gebruik,,,,0,pand.02f89a76-e0ec-4817-b6e5-fb7771713356,6.757,53.395
"MULTIPOLYGON (((6.77819564733514 53.3661230392543,6.77824686450887 53.3660765809971,6.77809705983594 53.3660165776188,6.77804534717865 53.3660625832416,6.77819564733514 53.3661230392543)))","0024100000155100",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000155100,2019,Pand in gebruik,woonfunctie,68,68,1,pand.d7eea42a-4f30-4b48-b37b-7f12b64e3fd0,6.778,53.366
"MULTIPOLYGON (((6.77845578096199 53.3662274257318,6.77850654983464 53.3661815117263,6.7783550759522 53.3661214830415,6.77830435581756 53.3661675132413,6.77841736906169 53.366212224903,6.77845578096199 53.3662274257318)))","0024100000155101",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000155101,2019,Pand in gebruik,woonfunctie,68,68,1,pand.f25921b5-91bd-49ad-a39d-f98b67cc2f76,6.778,53.366
