WKT,identifica,rdf_seeals,bouwjaar,status,gebruiksdo,oppervlakt,oppervla_1,aantal_ver,fuuid,longitude,latitude
"MULTIPOLYGON (((6.76052085933301 53.3488167492846,6.76045153660673 53.3487936643692,6.76040292376581 53.3488459266937,6.76047224655068 53.3488690116367,6.76052085933301 53.3488167492846)))","0024100000152572",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152572,2012,Pand in gebruik,,,,0,pand.42b9915d-91a0-4330-9382-29385be47b74,6.760,53.349
"MULTIPOLYGON (((6.75768122056717 53.3495015690819,6.7576215489268 53.349475937266,6.75759328367301 53.3494994889534,6.75765295532945 53.349525120783,6.75768122056717 53.3495015690819)))","0024100000152574",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152574,2012,Pand in gebruik,,,,0,pand.31d71b61-459b-4673-8967-ce0bbe284cb5,6.758,53.350
"MULTIPOLYGON (((6.75735133462972 53.3498838489179,6.75728217209785 53.3498516392719,6.75723125913845 53.349890770529,6.75730042169563 53.3499229802038,6.75735133462972 53.3498838489179)))","0024100000152575",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152575,2012,Pand in gebruik,,,,0,pand.c1389138-be54-41d3-9e97-bd66c564af5e,6.757,53.350
"MULTIPOLYGON (((6.77480416376764 53.3594396008643,6.77502598550626 53.3591996145828,6.77503482549015 53.3591900589954,6.77379315380254 53.3587798681596,6.77378434307836 53.3587894053457,6.77358609266934 53.3590039739778,6.77356298368725 53.3590289706333,6.77356623295818 53.3590300474788,6.7735007632022 53.3591002751551,6.77413233354721 53.359310309166,6.77414098787136 53.359313165856,6.77440362719201 53.3593999458575,6.77446791303987 53.3594211848371,6.77453483415122 53.3593503467964,6.77480416376764 53.3594396008643)))","0024100000154077",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000154077,2017,Pand in gebruik,,,,0,pand.eb3c5032-aeef-4751-a365-d1361e1e3f5e,6.774,53.359
"MULTIPOLYGON (((6.77306195287113 53.359575099598,6.77304763182228 53.359590792923,6.77350780042051 53.3597422464958,6.77377703012577 53.3594502247122,6.7733150285658 53.3592982271603,6.77328032682185 53.3593364144414,6.77306195287113 53.359575099598)))","0024100000154078",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000154078,2020,Pand in gebruik,,,,0,pand.ae99a824-33d0-4239-b34d-73abb79073f0,6.773,53.360
"MULTIPOLYGON (((6.75685650545834 53.3500586888709,6.75698010495106 53.3501138946592,6.75702903299385 53.3500746693044,6.75690544856472 53.3500194633945,6.75685650545834 53.3500586888709)))","0024100000152577",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152577,2012,Pand in gebruik,,,,0,pand.9a1998f2-7c34-4e90-b091-f30fdabe2cab,6.757,53.350
"MULTIPOLYGON (((6.7570939255098 53.3498980953084,6.7570221473316 53.3498672183238,6.75698372728943 53.3498992068416,6.75705550549382 53.3499300838488,6.7570939255098 53.3498980953084)))","0024100000152576",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152576,2012,Pand in gebruik,,,,0,pand.08d59035-1804-4129-922c-391178438c9b,6.757,53.350
"MULTIPOLYGON (((6.75968861236733 53.349952018604,6.75971015424399 53.3499295855698,6.75960038401377 53.349891828885,6.75957882737203 53.3499142710544,6.75968861236733 53.349952018604)))","0024100000152578",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152578,2000,Pand in gebruik,,,,0,pand.53560a26-5ddc-4dc5-a61a-b68c5f4d2d54,6.760,53.350
"MULTIPOLYGON (((6.7599706104032 53.3500019716204,6.75986363382732 53.3499665916092,6.75982057542308 53.3500131917947,6.75992755208005 53.3500485718434,6.7599706104032 53.3500019716204)))","0024100000152579",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152579,1988,Pand in gebruik,,,,0,pand.699d80c7-d19b-4a44-8c16-be45ff3e8e7c,6.760,53.350
"MULTIPOLYGON (((6.75909663858408 53.3477301985222,6.75902759769563 53.3477106951166,6.75900772125696 53.3477358858195,6.759076762177 53.3477553892363,6.75909663858408 53.3477301985222)))","0024100000152580",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152580,2012,Pand in gebruik,,,,0,pand.0fb21018-bb82-493f-bb63-5a877ce6608d,6.759,53.348
"MULTIPOLYGON (((6.75535301366192 53.3465325442967,6.7553208351527 53.3466044773081,6.75543565331722 53.346631819202,6.75548090362124 53.3465275035579,6.75536343143612 53.3465092590824,6.75535331532094 53.3465325857959,6.75535301366192 53.3465325442967)))","0024100000152583",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152583,2012,Pand in gebruik,,,,0,pand.59c294cb-00cb-453e-aa98-13bc00602663,6.755,53.347
"MULTIPOLYGON (((6.75584868475325 53.3478838704779,6.75578618662537 53.3478608669743,6.75575641166472 53.3478898361899,6.75581890981903 53.3479128397086,6.75584868475325 53.3478838704779)))","0024100000152584",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152584,2012,Pand in gebruik,,,,0,pand.824a57ea-99c0-4386-ad0c-89de1b25442f,6.756,53.348
"MULTIPOLYGON (((6.75541172244347 53.3477714461828,6.75534048945326 53.3477405620069,6.75528688703619 53.3477848272909,6.75535812006176 53.347815711498,6.75541172244347 53.3477714461828)))","0024100000152585",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152585,2012,Pand in gebruik,,,,0,pand.db8145e3-c652-4ba2-8bce-e0769634f405,6.755,53.348
"MULTIPOLYGON (((6.796227139815 53.3466480196442,6.7961866459636 53.3465973077862,6.79614384203308 53.3466095455391,6.79618433584585 53.3466602574113,6.796227139815 53.3466480196442)))","0024100000152588",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152588,2012,Pand in gebruik,,,,0,pand.0b1a1bc6-9716-4848-acca-c5682ef5cfdf,6.796,53.347
"MULTIPOLYGON (((6.79616978349884 53.3461269610773,6.79615989891449 53.3460772924076,6.79612045137166 53.346080109059,6.79613033591123 53.346129777732,6.79616978349884 53.3461269610773)))","0024100000152590",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152590,2012,Pand in gebruik,,,,0,pand.293d1934-95ea-475a-b955-c758aabe6a3e,6.796,53.346
"MULTIPOLYGON (((6.79622194150331 53.3455947431211,6.79621326526559 53.3455576771543,6.79615957706914 53.3455621704061,6.79616825326163 53.3455992363768,6.79622194150331 53.3455947431211)))","0024100000152593",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152593,2012,Pand in gebruik,,,,0,pand.e259c534-a0ab-4181-8bd3-3e9f0957f10b,6.796,53.346
"MULTIPOLYGON (((6.79627443355291 53.3457436792045,6.79626949373931 53.3456877160489,6.79621266848345 53.3456895052411,6.79621760822346 53.3457454683993,6.79627443355291 53.3457436792045)))","0024100000152592",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152592,1989,Pand in gebruik,,,,0,pand.5e670524-2b54-4562-82d8-fa922624ca9d,6.796,53.346
"MULTIPOLYGON (((6.79637495268931 53.3453282923428,6.79626603523938 53.3452942972355,6.79623671211758 53.3453279353703,6.79634562962994 53.3453619305036,6.79637495268931 53.3453282923428)))","0024100000152594",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152594,2012,Pand in gebruik,,,,0,pand.fe2b159f-a62c-4060-a886-c0b558a5becd,6.796,53.345
"MULTIPOLYGON (((6.79899592659993 53.3455568492124,6.79896298550205 53.3455359562362,6.79892761461851 53.3455559168901,6.79896055571468 53.3455768098758,6.79899592659993 53.3455568492124)))","0024100000152595",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152595,2012,Pand in gebruik,,,,0,pand.ce42496b-5790-4cb8-b773-4874e40572d7,6.799,53.346
"MULTIPOLYGON (((6.79871077105866 53.3455696326512,6.79867658462257 53.3455602208333,6.79865123583006 53.3455931928549,6.79868542228691 53.3456026046799,6.79871077105866 53.3455696326512)))","0024100000152596",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152596,2012,Pand in gebruik,,,,0,pand.9905e28b-6ce1-496f-aa28-ebd3ee9f32e7,6.799,53.346
"MULTIPOLYGON (((6.79927009186994 53.3451347478026,6.7992192870042 53.3451199867028,6.79918844326034 53.3451580108167,6.79923924816061 53.3451727719292,6.79927009186994 53.3451347478026)))","0024100000152598",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152598,2012,Pand in gebruik,,,,0,pand.5584ce22-8623-4473-8aa5-56377cb8d1f2,6.799,53.345
"MULTIPOLYGON (((6.79398815546671 53.3445571456754,6.79397434192921 53.3445190433196,6.79393120247251 53.3445246433024,6.79394501597374 53.3445627456633,6.79398815546671 53.3445571456754)))","0024100000152599",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152599,2009,Pand in gebruik,,,,0,pand.98d2afca-8b2d-4ffd-999d-8e800f70de3a,6.794,53.345
"MULTIPOLYGON (((6.80047933819666 53.342784826625,6.80038977188762 53.3427776029025,6.80038304835947 53.3428074538307,6.80047261472956 53.342814677558,6.80047933819666 53.342784826625)))","0024100000152605",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152605,2012,Pand in gebruik,,,,0,pand.3ae6003c-79a3-483f-a75d-986889e3911c,6.800,53.343
"MULTIPOLYGON (((6.71744148673762 53.3708297588091,6.71743127572683 53.3707954547292,6.71736341893561 53.3708026751129,6.71737362989412 53.3708369791986,6.71744148673762 53.3708297588091)))","0024100000152608",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152608,2012,Pand in gebruik,,,,0,pand.3d762698-fea9-448d-92c2-2e7cbcd972ab,6.717,53.371
"MULTIPOLYGON (((6.75890108811535 53.3475050849331,6.75903782818553 53.3473615414262,6.75891910181028 53.3473210196894,6.7589417733575 53.3472973068094,6.75896606704553 53.3473056565218,6.75901690275475 53.3472515182124,6.75884853005843 53.3471940394898,6.75879740541368 53.3472485404758,6.75887300850197 53.3472741876756,6.75885048990889 53.3472979886609,6.75884198884327 53.3472951201521,6.75874306670489 53.347399680851,6.75872337883261 53.3473930758208,6.75865373909634 53.3474674319751,6.75874774565367 53.3474989530819,6.75875162363831 53.3474948200817,6.75877448424806 53.3475024942334,6.75877062127685 53.3475066270631,6.75886881765596 53.3475395560669,6.75890108811535 53.3475050849331)))","0024100000144834",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000144834,1953,Pand in gebruik,"industriefunctie,woonfunctie",155,334,2,pand.79f74056-2df5-4358-98e2-ec197cbc1eb9,6.759,53.347
"MULTIPOLYGON (((6.71564638070514 53.369688781934,6.71559610775672 53.3696654429089,6.71554770648552 53.3697027307954,6.71559797945161 53.3697260698402,6.71564638070514 53.369688781934)))","0024100000152610",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152610,2012,Pand in gebruik,,,,0,pand.3254bf70-0a8b-4289-8fe5-078d9f570e8c,6.716,53.370
"MULTIPOLYGON (((6.71487092441669 53.3675383545517,6.7148305896536 53.3675292744002,6.71480721613542 53.3675664205868,6.71484755092853 53.3675755007459,6.71487092441669 53.3675383545517)))","0024100000152611",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152611,2012,Pand in gebruik,,,,0,pand.774a3fdd-2180-4b70-8c01-62ba9b86b434,6.715,53.368
"MULTIPOLYGON (((6.71411314325679 53.3674895101847,6.71408876726885 53.3674829585773,6.71404838689608 53.3675367099362,6.71407276290846 53.3675432615516,6.71411314325679 53.3674895101847)))","0024100000152613",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152613,2006,Pand in gebruik,,,,0,pand.c9bdfbfe-a06a-42f6-9247-aa8968508050,6.714,53.368
"MULTIPOLYGON (((6.76188854010613 53.3485159234612,6.76197004850161 53.3485415461574,6.76199096543474 53.3485179426272,6.76190949465134 53.3484920858712,6.76190674070168 53.3484951996573,6.76188854010613 53.3485159234612)))","0024100000144841",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000144841,1994,Pand in gebruik,,,,0,pand.0614c3d9-726c-4347-9395-2dcb99982b0a,6.762,53.349
"MULTIPOLYGON (((6.71410702106378 53.3673192269753,6.71406129581279 53.3673068272326,6.71400877429495 53.3673761147955,6.71405449960477 53.3673885145576,6.71410702106378 53.3673192269753)))","0024100000152614",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152614,2007,Pand in gebruik,,,,0,pand.69a86ea5-a783-4cc0-adce-a635e88a0a85,6.714,53.367
"MULTIPOLYGON (((6.71329840735324 53.3678053454117,6.71319830246605 53.3677805508342,6.71318053793424 53.3678062044594,6.71328064287112 53.3678309990514,6.71329840735324 53.3678053454117)))","0024100000152615",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152615,2012,Sloopvergunning verleend,,,,0,pand.33181270-85bc-4053-8b83-9bca41144a6e,6.713,53.368
"MULTIPOLYGON (((6.712799417275 53.3680774198842,6.71275041681452 53.3680704025022,6.7127355451937 53.3681075534221,6.71278454569416 53.3681145708098,6.712799417275 53.3680774198842)))","0024100000152617",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152617,2012,Pand in gebruik,,,,0,pand.6e96e37f-2ec3-40be-95b6-736eb6769a87,6.713,53.368
"MULTIPOLYGON (((6.71245806642359 53.3686712483293,6.71236893590557 53.3686715922432,6.71236919558815 53.3686956363436,6.71245832615596 53.3686952924293,6.71245806642359 53.3686712483293)))","0024100000152618",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152618,2012,Pand in gebruik,,,,0,pand.b08087d8-10e4-4ba9-837d-2dd416bcf9bf,6.712,53.369
"MULTIPOLYGON (((6.71236487844506 53.3686998624667,6.71236420199911 53.3686798487568,6.7122527459075 53.3686812023525,6.71225342230166 53.3687012160633,6.71236487844506 53.3686998624667)))","0024100000152619",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152619,2012,Pand in gebruik,,,,0,pand.20572d1f-d351-464c-b17f-e07b3a04aa71,6.712,53.369
"MULTIPOLYGON (((6.71217437992958 53.3686373684096,6.71213201686143 53.3686375744241,6.71213259806191 53.3686803601097,6.71217496117216 53.3686801540949,6.71217437992958 53.3686373684096)))","0024100000152620",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152620,1991,Pand in gebruik,,,,0,pand.68bd430c-c898-48f2-8610-bec2a629673a,6.712,53.369
"MULTIPOLYGON (((6.71480068146729 53.3713229683864,6.71487346437856 53.3712888534468,6.71486827886613 53.3712849028529,6.71490865463861 53.3712659816962,6.71490449961023 53.3712628015258,6.71504440672074 53.37119721296,6.71502212491718 53.3711802054903,6.71484083480982 53.3712651845887,6.71484468138688 53.3712681075671,6.71477289099832 53.3713017622285,6.71462732485621 53.3713699919422,6.7146551152981 53.3713911981333,6.71480068146729 53.3713229683864)))","0024100000152622",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152622,2012,Pand in gebruik,,,,0,pand.da48ab79-3e87-453c-8f84-e4c16bc30bbe,6.715,53.371
"MULTIPOLYGON (((6.70897910340104 53.369349762646,6.70896646454676 53.3693203191122,6.70891787804349 53.3693277812934,6.70893051686681 53.3693572248323,6.70897910340104 53.369349762646)))","0024100000152623",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152623,2009,Pand in gebruik,,,,0,pand.fd5426e0-1d63-473f-b7bb-c3cacfe5f1cb,6.709,53.369
"MULTIPOLYGON (((6.77700420478946 53.3672599428576,6.7770408791078 53.3672818050671,6.77707933294972 53.3672587512906,6.777086407885 53.3672545178839,6.7770590480122 53.3672382184017,6.77704968822081 53.3672326472258,6.77704336560308 53.367236449583,6.77700420478946 53.3672599428576)))","0024100000152624",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152624,2012,Pand in gebruik,,,,0,pand.88bbbfa6-84de-4fbc-90c1-ad1c0b8a6a4c,6.777,53.367
"MULTIPOLYGON (((6.77736854083744 53.3681987969148,6.77728395298359 53.3681765000248,6.77723366213232 53.3682447657655,6.77731825009495 53.36826706269,6.77736854083744 53.3681987969148)))","0024100000152625",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152625,1997,Pand in gebruik,overige gebruiksfunctie,49,49,1,pand.75d327b2-575d-4047-928e-86b0400c903a,6.777,53.368
"MULTIPOLYGON (((6.77729241605674 53.3680822171342,6.77721563357207 53.3680568914856,6.77716134369103 53.3681157768143,6.77723812624946 53.3681411024968,6.77729241605674 53.3680822171342)))","0024100000152626",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152626,1987,Pand in gebruik,,,,0,pand.2ccafb3e-c619-48c6-8bb6-7b157620cc48,6.777,53.368
"MULTIPOLYGON (((6.7768482585974 53.3684092732165,6.77680103044712 53.3683956115247,6.77677529903865 53.3684274326025,6.77682252721586 53.3684410943041,6.7768482585974 53.3684092732165)))","0024100000152628",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152628,2012,Pand in gebruik,,,,0,pand.ea3ff260-27fc-4afd-ba91-6464a4cb54ce,6.777,53.368
"MULTIPOLYGON (((6.78141879152593 53.3705807389208,6.78127126277693 53.3705090578553,6.78121512945591 53.3705503892056,6.78136265825439 53.3706220703387,6.78141879152593 53.3705807389208)))","0024100000152631",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152631,2012,Pand in gebruik,,,,0,pand.d489c2b7-3d20-402b-b72f-bf4d4c107bb5,6.781,53.371
"MULTIPOLYGON (((6.77668079777953 53.3692348439245,6.77662047534039 53.3692214412457,6.77660343607422 53.3692488664389,6.77666375854666 53.369262269126,6.77668079777953 53.3692348439245)))","0024100000152634",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152634,2012,Pand in gebruik,,,,0,pand.b024d6b7-eb5f-46fe-9371-b05ccf59f446,6.777,53.369
"MULTIPOLYGON (((6.77655809946551 53.369773567836,6.77650078506465 53.3697509733494,6.77653752719547 53.3697176412982,6.77646744440793 53.3696900181793,6.77640105479138 53.3697502559925,6.77647262898744 53.369778464005,6.77647426361593 53.3697769713793,6.77653010170349 53.3697989808498,6.77655809946551 53.369773567836)))","0024100000152635",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000152635,2012,Pand in gebruik,,,,0,pand.0f2c3835-d4df-4281-b15c-160e2e818b8e,6.776,53.370
"MULTIPOLYGON (((6.80957071984553 53.3570968378908,6.8096877104798 53.3571539014813,6.80963032547407 53.3571960163144,6.81026554422336 53.3575058819306,6.81041907431684 53.3573932274047,6.80966519364326 53.357027523034,6.80957071984553 53.3570968378908)))","0024100000154160",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000154160,2019,Pand in gebruik,,,,0,pand.15f41ab7-d9bd-4dfd-b6d3-8a8c8e2e1d2f,6.810,53.357
"MULTIPOLYGON (((6.79948901148737 53.3423919227817,6.79963599870382 53.3424088159801,6.79965317326374 53.3423578950508,6.79945056221671 53.3423339538918,6.7994390363756 53.3423726049286,6.79943511212194 53.3423857262155,6.79948901148737 53.3423919227817)))","0024100000154163",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000154163,2016,Pand in gebruik,,,,0,pand.ef4023e9-f7ee-4a54-bf47-4fc3f0e993f6,6.800,53.342
"MULTIPOLYGON (((6.71047284717255 53.3689101370231,6.71039359228037 53.3688451672902,6.71032945775376 53.3688732086334,6.71041231054184 53.3689359641809,6.71047284717255 53.3689101370231)))","0024100000154169",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000154169,2017,Pand in gebruik,,,,0,pand.b6016cd5-b279-4a3c-b3ba-82aea88ed59a,6.710,53.369
"MULTIPOLYGON (((6.76426014766397 53.3800545057307,6.76410143503301 53.3801922565821,6.76459742351159 53.3803976114544,6.76475611941356 53.3802598331847,6.7646549951471 53.3802177403617,6.76467614983676 53.3801997234387,6.76463555270452 53.3801826920815,6.76461441302939 53.3802007088256,6.76426014766397 53.3800545057307)))","0024100000154172",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000154172,2021,Pand in gebruik,,,,0,pand.c9ae0b89-4da3-4b88-82a7-fcb969db9014,6.764,53.380
"MULTIPOLYGON (((6.79954392983463 53.3497668822104,6.79937185078092 53.3498561787247,6.79949748823178 53.3499425359605,6.79968823257484 53.3498435483971,6.79956286083867 53.3497570534405,6.79954392983463 53.3497668822104)))","0024100000154266",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000154266,2017,Pand in gebruik,,,,0,pand.0e0a8d9c-8ebe-49fc-99f4-bb1cbe28e485,6.800,53.350
"MULTIPOLYGON (((6.76319038769864 53.3480113967362,6.76321967664118 53.3480040253016,6.76320245011191 53.3479795460245,6.76317628988871 53.3479861357902,6.76317731866257 53.3479868429228,6.76317322692246 53.3479889745673,6.76319038769864 53.3480113967362)))","0024100000154283",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000154283,2019,Pand in gebruik,,,,0,pand.bfb035fe-ae02-4e10-bfcd-312a1f3aa1ca,6.763,53.348
"MULTIPOLYGON (((6.78107174405082 53.3512709500418,6.78113949061416 53.3512040613358,6.78109260693772 53.3511870454978,6.7810246784256 53.3512538823683,6.78107174405082 53.3512709500418)))","0024100000154290",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000154290,2016,Pand in gebruik,woonfunctie,34,34,1,pand.2d5a028e-3a82-4566-a85b-d574680210ed,6.781,53.351
"MULTIPOLYGON (((6.78157257554204 53.3512997412094,6.78166638126038 53.351243126947,6.78162456396604 53.3512179289227,6.78153025041957 53.3512746299183,6.78157257554204 53.3512997412094)))","0024100000154291",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000154291,2016,Pand in gebruik,woonfunctie,34,34,1,pand.50e37906-d910-4a45-9833-e14da4cd23da,6.782,53.351
"MULTIPOLYGON (((6.79701834066777 53.3617026311184,6.79733216193584 53.3615912960544,6.79726018517079 53.3615187126491,6.79694636424214 53.361630047527,6.79701834066777 53.3617026311184)))","0024100000154303",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000154303,2021,Pand in gebruik,woonfunctie,212,212,1,pand.89ad23d0-7817-4924-99e9-35dcce8c954c,6.797,53.362
"MULTIPOLYGON (((6.8005634170629 53.3546642869127,6.8005370297001 53.3546735204739,6.80053051820489 53.3546879212429,6.80053982436019 53.3547028280681,6.80056702045681 53.3547086191679,6.80059433300928 53.3547024031273,6.80060297486147 53.3546851825618,6.80059163914492 53.3546706770209,6.8005634170629 53.3546642869127)))","0024100000154339",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000154339,2000,Pand in gebruik,,,,0,pand.4c8e21bc-3665-40f0-8d6d-b05c4081fef2,6.801,53.355
"MULTIPOLYGON (((6.79066058563735 53.3628167022604,6.79059127714355 53.362811840607,6.79057321103952 53.3628945007826,6.79064049491245 53.3628999252499,6.79066058563735 53.3628167022604)))","0024100000154344",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000154344,2000,Pand in gebruik,,,,0,pand.7b999c6e-e957-4ced-b61c-c7569b36a068,6.791,53.363
"MULTIPOLYGON (((6.76655969259175 53.3480224710844,6.76651427267592 53.3480489805053,6.76651438006253 53.348049051164,6.76654369810681 53.3480679186175,6.76659190815889 53.3480422488519,6.76655969259175 53.3480224710844)))","0024100000154345",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000154345,2014,Pand in gebruik,,,,0,pand.85ddd3ff-4f26-49a7-9f73-c0db0951a802,6.767,53.348
"MULTIPOLYGON (((6.76765516269893 53.3474575200994,6.76763940619829 53.3474855226244,6.7677023017128 53.3474982530813,6.767717549502 53.3474703103062,6.76771759223345 53.347470237925,6.76765516269893 53.3474575200994)))","0024100000154346",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000154346,2014,Pand in gebruik,,,,0,pand.89af8b8e-6a2c-4629-add5-4f081e006b9c,6.768,53.347
"MULTIPOLYGON (((6.76324094469118 53.3482362577091,6.76318723839476 53.3483028856888,6.76325158172958 53.3483214519876,6.7632773438902 53.348289714089,6.76324700962165 53.3482812995692,6.76327544450721 53.3482462600694,6.76324094469118 53.3482362577091)))","0024100000154347",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000154347,2015,Pand in gebruik,,,,0,pand.6db7beeb-dbc6-444c-a724-ace014ca2329,6.763,53.348
"MULTIPOLYGON (((6.76155956745303 53.3474674054456,6.76155134301521 53.347476503726,6.76154672205466 53.3474747592794,6.76150269819086 53.3475215598894,6.7615010979171 53.3475231777416,6.76154163177733 53.3475373531675,6.76159842244451 53.3474807373555,6.76155956745303 53.3474674054456)))","0024100000154348",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000154348,2016,Pand in gebruik,,,,0,pand.a37d37fa-c7e4-4bd8-a490-6fbeee6217a5,6.762,53.348
"MULTIPOLYGON (((6.76000387869062 53.3478806363676,6.76004486891317 53.3478921740981,6.76007320695276 53.3478601468871,6.76003409824432 53.3478482731649,6.76000387869062 53.3478806363676)))","0024100000154349",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000154349,2015,Pand in gebruik,,,,0,pand.bcf03c9f-f676-4403-bb5f-035c675b944f,6.760,53.348
"MULTIPOLYGON (((6.75476963155083 53.401448380458,6.75470403759912 53.4014751316095,6.75476508672087 53.4015286063125,6.75483068071555 53.401501855128,6.75476963155083 53.401448380458)))","1651100000002026",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000002026,2000,Pand in gebruik,,,,0,pand.b9cd4cab-e3c3-47b8-8f1d-e0c0adb10a76,6.755,53.401
"MULTIPOLYGON (((6.75350807694989 53.4015429096125,6.75361342631267 53.4015345696554,6.75360556265555 53.4014991008403,6.75359677374431 53.4014998026906,6.75359235125005 53.4014798767457,6.75349579121318 53.4014875238247,6.75350807694989 53.4015429096125)))","1651100000002025",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000002025,1986,Pand in gebruik,,,,0,pand.3ea508b4-8064-4d4b-a3ad-2a04d70b6358,6.754,53.402
"MULTIPOLYGON (((6.75516625588286 53.4011549421565,6.75521277077768 53.4010885810878,6.7551435039192 53.401071234378,6.75509698922159 53.4011376044035,6.75516625588286 53.4011549421565)))","1651100000002028",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000002028,1997,Pand in gebruik,,,,0,pand.cd22b4d4-63be-4330-b087-7ea7f9203fbf,6.755,53.401
"MULTIPOLYGON (((6.75080199558742 53.398285558317,6.75094494719105 53.3979759928623,6.75087702419882 53.3979647750175,6.75087523739528 53.3979686413275,6.75082319940057 53.3979600471318,6.75082498620845 53.3979561808226,6.75063191855699 53.3979243018113,6.75063013144814 53.3979281591349,6.75057227469765 53.3979186063327,6.75057406152644 53.3979147400271,6.75037603664113 53.397882036125,6.75021761456122 53.398224934909,6.7501141471844 53.3984489087332,6.75067174471015 53.3985410179647,6.75068314097328 53.3985429017467,6.75069014716743 53.3985277256762,6.75080199558742 53.398285558317)))","1651100000007050",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000007050,1993,Pand in gebruik,,,,0,pand.abea0966-15ad-4f6f-87d0-d61bcaf09770,6.751,53.398
"MULTIPOLYGON (((6.75525278770415 53.4004948710004,6.75516121301014 53.400490421357,6.75515503526286 53.400535844569,6.75515875986715 53.4005432697085,6.75524189222568 53.4005460720077,6.75524579054286 53.4005461984329,6.75525278770415 53.4004948710004)))","1651100000003170",http://bag.basisregistraties.overheid.nl/bag/id/pand/1651100000003170,2002,Pand in gebruik,,,,0,pand.a0dc1254-ca77-44a2-a3d2-a75e9aee8fce,6.755,53.401
